company_name,region,sector,near_term_status,near_term_target_classification,near_term_target_year,long_term_status,long_term_target_classification,long_term_target_year, net_zero_status,net_zero_year,full_target_language,ba15_status,ba15_date ,target_classification_long,reason_for_extension_or_removal,Country,Country Code,Sector,CA100 Company?,Large/Medium Classification,Assessment Date,Level,Performance compared to previous year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company have a process to manage climate-related risks?,Q12L3|Does the company disclose materially important Scope 3 emissions?,Q13L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q14L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q15L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q16L4|Does the company undertake climate scenario planning?,Q17L4|Does the company disclose an internal price of carbon?,Q18L4|Does the company disclose the actions necessary to meet its emissions-reduction targets?,Q19L5|Does the company quantify the key elements of its emissions reduction strategy and the proportional impact of each action in achieving its targets?,Q20L5|Does the company's transition plan clarify the role that will be played by offsets and/or negative emissions technologies?,Q21L5|Does the company commit to phasing out capital expenditure on carbon intensive assets or products?,Q22L5|Does the company align future capital expenditures with its long-term decarbonisation goals and disclose how the alignment is determined?,Q23L5|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?,Overall transparency score,Overall integrity score,1. Transparency and Integrity,2. Transparency,2. Integrity,3. Transparency,3. Integrity,4. Transparency,4. Integrity,What is their revenue?,What are their emissions?,What is their pledge?,Major emission sources,Disclosure,Headline target or pledge,Short-term targets - grey,Short-term targets - white,Medium-term targets - grey,Medium-term targets - white,Longer-term targets - grey,Longer-term targets - white,Operational emissions (scope 1) number,Operational emissions (scope 1) verbiage,Renewable electricity (scope 2) number,Renewable electricity (scope 2) verbiage,Upstream emissions (scope 3) number,Upstream emissions (scope 3) verbiage,Downstream emissions (scope 3) number,Downstream emissions (scope 3) verbiage,Climate contributions today,Misleading offsetting claims today,Short and medium term targets - grey,Short and medium term targets - white,Emission Reduction Measures
Avery Dennison Corporation,Northern America,Containers and Packaging,Targets set,1.5C,2030,,,,,,Avery Dennison commits to reduce absolute scope 1 and 2 GHG emissions 70% by 2030 from a 2015 base year. Avery Dennison also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and end of life treatment of sold products 30% by 2030 from a 2018 base year.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2021-10-21 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denso Corporation,Northern America,,,,,,,,,,,,,,,Japan,JPN,Consumer Goods,No,large,2024-04-29 00:00:00,3.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denso Corporation,Northern America,,,,,,,,,,,,,,,Japan,JPN,Consumer Goods,No,large,2023-04-21 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ball Corporation,Northern America,Containers and Packaging,Targets set,1.5C,2030,,,,,,"“Ball Corporation commits to reduce absolute scope 1 and scope 2 GHG emissions 55% by 2030 from a 2017 base year. Ball Corporation also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, capital goods, fuel and energy related activities, upstream transportation and distribution, waste generated in operations, business travel, employee commuting, upstream leased assets, downstream transportation and distribution, processing of sold products and investments 16% by 2030 from a 2017 base year. * The target boundary includes biogenic emissions and removals from bioenergy feedstocks. ”",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2020-04-23 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayala Corporation,Northern America,,,,,,,,,,,,,,,Philippines,PHL,Financials,No,large,2024-04-05 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath & Body Works,Northern America,Retailing,Committed,,,,,,,,,,,,,,,,,,2023-03-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath & Body Works,Northern America,Retailing,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,medium,2024-01-05 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berry Global Group,Northern America,Containers and Packaging,Targets set,1.5C,2025,,,,,,Berry Global commits to reduce absolute scope 1 and 2 GHG emissions 25.2% by 2025 from a 2019 base year. Berry Global also commits to reduce absolute scope 3 GHG emissions 25.2% within the same timeframe.,BA1.5 member,3/18/21 1:00,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2022-03-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berry Global Group,Northern America,Containers and Packaging,,,,,,,,,,,,,,United States of America,USA,Industrials,No,small,2024-03-05 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best Buy,Northern America,Retailing,Targets set,1.5C,2030,,,,,,American multinational consumer electronics retailer Best Buy commits to reduce absolute Scope 1 and Scope 2 GHG emissions 50% by 2030 from a 2017 base-year. Best Buy also commits to reduce absolute Scope 3 GHG emissions from Use of Sold Products 20% by 2030 from a 2017 base-year.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2019-07-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best Buy,Northern America,Retailing,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,medium,2024-01-05 00:00:00,3.0,unchanged,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best Buy,Northern America,Retailing,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,medium,2023-04-24 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biogen,Northern America,"Pharmaceuticals, Biotechnology and Life Sciences",Targets set,1.5C,2032,Targets set,1.5C,2045,Targets set,2045,"Overall Net-Zero Target
Biogen commits to reach net-zero GHG emissions across the value chain by 2045.
Near-Term Targets
Biogen commits to reduce absolute scope 1 and 2 GHG emissions 55% by 2032 from a 2019 base year. Biogen also commits that 80% of its suppliers by spend covering purchased goods and services and capital goods, will have science-based targets by 2025.
Long-Term Targets
Biogen commits to reduce absolute scope 1 and 2 GHG emissions 100% by 2040 from a
2019 base year. Biogen also commits to reduce absolute scope 3 GHG emissions 90% by
2045 from a 2019 base year.",BA1.5 member,9/1/20 1:00,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2023-11-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biogen,Northern America,"Pharmaceuticals, Biotechnology and Life Sciences",,,,,,,,,,,,,,United States of America,USA,Health Care,No,medium,2024-03-05 00:00:00,4.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BorgWarner,Northern America,Automobiles and Components,Targets set,1.5C,2030,,,,,,BorgWarner Inc. commits to reduce absolute scope 1 and 2 GHG emissions 85% by 2030 from a 2021 base year. BorgWarner Inc. also commits to reduce absolute scope 3 GHG emissions 25% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2023-08-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BorgWarner,Northern America,Automobiles and Components,,,,,,,,,,,,,,United States of America,USA,Consumer Goods,No,medium,2024-03-05 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston Scientific Corp,Northern America,Healthcare Equipment and Supplies,Targets set,1.5C,2030,Targets set,1.5C,2050,Targets set,2050,"Overall Net-Zero Target Boston Scientific Corporation commits to reach net-zero greenhouse gas emissions across the value chain by 2050 from a 2019 base year. Near-Term Targets Multinational U. S. healthcare and equipment supplies company Boston Scientific Corporation commits to reduce absolute Scope 1 & 2 GHG emissions 46.2% by 2030 from a 2019 base year. Boston Scientific Corporation also commits to reduce Scope 3 GHG emissions from Purchased Goods & Services, Capital Goods, Fuel & Energy-Related Activities, Upstream transportation & Distribution, and Business travel GHG emissions 55% per USD value added within the same timeframe. Long-Term Targets Boston Scientific Corporation commits to reduce scope 1 and 2 GHG emissions 97% per USD value added, equivalent to 90% absolute reduction, by 2050 from a 2019 base year. Boston Scientific Corporation also commits to reduce scope 3 GHG emissions 97% per USD value added within the same timeframe.",BA1.5 member,9/23/21 1:00,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2022-11-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston Scientific Corp,Northern America,Healthcare Equipment and Supplies,,,,,,,,,,,,,,United States of America,USA,Health Care,No,large,2024-03-05 00:00:00,4.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bristol Myers Squibb,Northern America,"Pharmaceuticals, Biotechnology and Life Sciences",Targets set,1.5C,2033,Targets set,1.5C,2050,Targets set,2050,"Overall Net-Zero Target: Bristol Myers Squibb commits to reach net-zero greenhouse gas emissions across the value chain by 2050. Near-Term Targets: Bristol Myers Squibb (BMS) commits to reduce absolute scope 1 and 2 GHG emissions 54.6% by 2033 from a 2022 base year.* BMS also commits to reduce absolute scope 3 GHG emissions from fuel and energy related activities 54.6% within the same timeframe.* BMS further commits that 75% of its suppliers by emissions covering purchased goods and services, capital goods, and upstream transportation and distribution will have science-based targets by 2028.
*The target boundary includes biogenic land-related emissions and removals from bioenergy feedstocks.
 Long-Term Targets: BMS commits to reduce absolute scope 1 and 2 GHG emissions 90% by 2050 from a 2022 base year.* BMS also commits to reduce absolute scope 3 GHG emissions 90% within the same timeframe.*
*The target boundary includes biogenic land-related emissions and removals from bioenergy feedstocks.
",BA1.5 member,5/19/22 1:00,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,United States of America,USA,Health Care,No,large,2024-04-05 00:00:00,3.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broadridge Financial Solutions,Northern America,Software and Services,Targets set,1.5C,2033,Targets set,1.5C,FY2050,Targets set,FY2050,"Overall Net-Zero Target: Broadridge Financial Solutions, Inc. commits to reach net-zero greenhouse gas emissions across the value chain by FY2050. Near-Term Targets: Broadridge Financial Solutions, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 54.6% by FY2033 from a FY2023 base year. Broadridge Financial Solutions, Inc. commits that 78.6% of its suppliers by emissions covering purchased goods and services and upstream transportation and distribution, will have science-based targets by FY2028. Long-Term Targets: Broadridge Financial Solutions, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 90.0% by FY2050 from a FY2023 base year. Broadridge Financial Solutions, Inc. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, fuel-and energy-related activities, upstream transportation and distribution, waste generated in operations, business travel and, employee commuting 90.0% within the same timeframe.",BA1.5 member,5/26/22 1:00,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2025-01-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broadridge Financial Solutions,Northern America,Software and Services,,,,,,,,,,,,,,United States of America,USA,Financials,No,medium,2024-03-05 00:00:00,4.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadence Design Systems,Northern America,Software and Services,Targets set,1.5C,2030,Targets set,1.5C,2040,Targets set,2040,"Overall Net-Zero Target: Cadence Design Systems, Inc. commits to reach net-zero greenhouse gas emissions across the value chain by 2040. Near-Term Targets: Cadence Design Systems, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 89.78% by 2030 from a 2019 base year. Cadence Design Systems, Inc. also commits to reduce absolute scope 3 GHG emissions 46.2% within the same timeframe. Long-Term Targets: Cadence Design Systems, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 90% by 2040 from a 2019 base year. Cadence Design Systems, Inc. also commits to reduce absolute scope 3 GHG emissions 90% within the same timeframe.
",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,United States of America,USA,Technology,No,large,2024-03-05 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caesars Entertainment,Northern America,"Hotels, Restaurants and Leisure, and Tourism Services",Targets set,Well-below 2C,2025,,,,,,American gaming corporation Caesars Entertainment commits to reduce absolute scope 1 and 2 GHG emissions 35% by 2025 and 100% by 2050 from a 2011 base year. Caesars also commits to have 60% of suppliers by spend institute science‐based GHG reduction targets for their operations by 2023.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C,,,,,,,2019-10-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caesars Entertainment,Northern America,"Hotels, Restaurants and Leisure, and Tourism Services",,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,medium,2023-03-15 00:00:00,4.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campbell Soup,Northern America,Food and Beverage Processing,Targets set,1.5C,2030,,,,,,Campbell Soup Company commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2020 base year. Campbell Soup Company also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and upstream transportation and distribution 25% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2022-03-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campbell Soup,Northern America,Food and Beverage Processing,,,,,,,,,,,,,,United States of America,USA,Food Producers,No,medium,2024-03-05 00:00:00,3.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campbell Soup,Northern America,Food and Beverage Processing,,,,,,,,,,,,,,United States of America,USA,Food Producers,No,medium,2023-05-05 00:00:00,3.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinal Health,Northern America,"Healthcare Providers and Services, and Healthcare Technology",Targets set,1.5C,2030,,,,,,"Cardinal Health commits to reduce absolute scope 1 and 2 GHG emissions 50% by FY2030 from a FY2019 base year.* Cardinal Health also commits that 75% of its suppliers by spend, covering purchased goods and services and upstream transportation and distribution, will have science-based targets by FY2028.
*The target boundary includes land-related emissions and removals from bioenergy feedstocks.",BA1.5 member,12/8/21 1:00,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,United States of America,USA,Health Care,No,medium,2024-01-05 00:00:00,3.0,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carrier Global,Northern America,Building Products,Targets set,1.5C,2030,Targets set,1.5C,2050,Targets set,2050,"Overall Net-Zero Target: Carrier Global Corporation commits to reach net-zero greenhousegas emissions across the value chain by 2050.
Near-Term Targets: Carrier Global Corporation commits to reduce absolute scope 1 and 2 GHG emissions 42% by 2030 from a 2021 base year. Carrier Global Corporation also commits to reduce absolute scope 3 GHG emissions 25% within the same timeframe.
Long-Term Targets: Carrier Global Corporation commits to reduce absolute scope 1, 2, and 3 GHG emissions 90% by 2050 from a 2021 base year.",BA1.5 member,2/9/23 1:00,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,United States of America,USA,Industrials,No,medium,2024-04-30 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalent,Northern America,"Pharmaceuticals, Biotechnology and Life Sciences",Targets set,1.5C,2030,,,,,,"Catalent commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from an FY2022 base year. Catalent also commits to reduce absolute scope 3 GHG emissions from fuel- and energy-related activites, and employee commuting 25% within the same timeframe. Catalent further commits that 70% of its suppliers by emissions, covering purchased goods and services, capital goods, and upstream transportation and distribution, will have science-based targets by FY2028.",BA1.5 member,7/22/21 1:00,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,United States of America,USA,Health Care,No,medium,2024-04-26 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cencora,Northern America,"Healthcare Providers and Services, and Healthcare Technology",Targets set,1.5C,2032,,,,,,"AmerisourceBergen commits to reduce absolute scope 1 and 2 GHG emissions 54.6% by FY2032 from a FY2019 base year. AmerisourceBergen also commits that 82% of its suppliers by spend, covering purchased goods and services, will have science-based targets by FY2027.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2023-01-26 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cencora,Northern America,"Healthcare Providers and Services, and Healthcare Technology",,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,medium,2024-03-05 00:00:00,3.0,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles River Laboratories,Northern America,"Pharmaceuticals, Biotechnology and Life Sciences",Targets set,1.5C,2030,,,,,,"Charles River Laboratories, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year. Charles River Laboratories, Inc. commits to increase annual sourcing of renewable electricity from 1% in 2018 to 100% by 2030. Charles River Laboratories, Inc. further commits to reduce absolute scope 3 GHG emissions 15% by 2030 from a 2019 base year. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.",BA1.5 member,2/4/21 1:00,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,,,,,,2021-02-04 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
