Company,Year,Overall transparency score,Overall integrity score,1. Transparency and Integrity,2. Transparency,2. Integrity,3. Transparency,3. Integrity,4. Transparency,4. Integrity,What is their revenue?,What are their emissions?,What is their pledge?,Major emission sources,Disclosure,Headline target or pledge,Short-term targets - grey,Short-term targets - white,Medium-term targets - grey,Medium-term targets - white,Longer-term targets - grey,Longer-term targets - white,Operational emissions (scope 1) number,Operational emissions (scope 1) verbiage,Renewable electricity (scope 2) number,Renewable electricity (scope 2) verbiage,Upstream emissions (scope 3) number,Upstream emissions (scope 3) verbiage,Downstream emissions (scope 3) number,Downstream emissions (scope 3) verbiage,Climate contributions today,Misleading offsetting claims today,Short and medium term targets - grey,Short and medium term targets - white,Emission Reduction Measures,Geography,Geography Code,Sector,CA100 Company?,Large/Medium Classification,Performance compared to previous year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company have a process to manage climate-related risks?,Q12L3|Does the company disclose materially important Scope 3 emissions?,Q13L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q14L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q15L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q16L4|Does the company undertake climate scenario planning?,Q17L4|Does the company disclose an internal price of carbon?,Q18L4|Does the company disclose the actions necessary to meet its emissions-reduction targets?,Q19L5|Does the company quantify the key elements of its emissions reduction strategy and the proportional impact of each action in achieving its targets?,Q20L5|Does the company's transition plan clarify the role that will be played by offsets and/or negative emissions technologies?,Q21L5|Does the company commit to phasing out capital expenditure on carbon intensive assets or products?,Q22L5|Does the company align future capital expenditures with its long-term decarbonisation goals and disclose how the alignment is determined?,Q23L5|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?,training_idx
Salesforce,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,salesforce_2022
Adobe,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,adobe_2022
ServiceNow,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,No,No,No,No,No,No,No,No,servicenow_2022
Workday,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,medium,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,workday_2022
Dell Technologies,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,dell technologies_2022
Dell Technologies,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,dell technologies_2021
HP,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,medium,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,hp_2022
HP,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,medium,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,hp_2021
Hewlett Packard Enterprise,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,medium,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,hewlett_packard_enterprise_2022
Western Digital,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,medium,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,Yes,No,No,No,No,No,western_digital_2022
Western Digital,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,medium,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,Yes,No,No,No,No,No,western_digital_2021
Nvidia,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,nvidia_2022
Qualcomm,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,qualcomm_2022
Broadcom,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No,broadcom_2022
Broadcom,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No,broadcom_2021
Jabil,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Industrials,No,small,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,No,No,No,No,No,No,No,No,jabil_2022
Micron Technology,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,No,No,Yes,No,No,No,No,No,micron_technology_2022
Micron Technology,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No,micron_technology_2021
Texas Instruments,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No,texas_instruments_2022
Texas Instruments,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No,texas_instruments_2021
Lam Research,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,lam_research_2022
Lam Research,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,Yes,No,No,No,No,No,lam_research_2021
Analog Devices,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,analog devices_2022
Microchip Technology,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,Yes,No,No,Yes,No,No,No,No,No,No,microchip_technology_2022
Cisco Systems,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,No,No,No,No,No,No,No,cisco_2022
Cisco Systems,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,No,No,No,No,No,No,No,No,cisco_2021
Amphenol,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Industrials,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,Yes,No,No,No,No,No,No,No,amphenol_2022
Amphenol,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Industrials,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,Yes,No,No,No,No,No,No,No,No,No,amphenol_2021
Motorola Solutions,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No,motorola_solutions_2022
Kyndryl Holdings,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,small,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,kyndryl_holdings_2022
Leidos Holdings,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,medium,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,No,No,No,No,No,No,No,No,leidos_2022
Uber Technologies,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No,uber_2022
Uber Technologies,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No,uber_2021
Coupang,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,medium,new,Yes,Yes,No,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No,coupang_2022
Airbnb,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,new,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No,airbnb_2022
Procter & Gamble,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Goods,Yes,large,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,procter_&_gamble_2022
Procter & Gamble,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Goods,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,procter_&_gamble_2021
Energy Transfer,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Oil & Gas Distribution,No,unlisted,unchanged,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,energy_transfer_2021
Cardinal Health,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Health Care,No,medium,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No,cardinal_health_2022
Cardinal Health,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Health Care,No,medium,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No,cardinal_health_2021
Chevron,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Oil & Gas,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,chevron_2022
Chevron,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Oil & Gas,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,chevron_2021
Bank of America,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Financials,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,bank_of_america_2022
Bank of America,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Financials,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,Yes,No,No,No,No,No,bank_of_america_2021
General Motors,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Autos,Yes,large,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,general_motors_2022
General Motors,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Autos,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,general_motors_2021
Elevance Health,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Health Care,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,No,No,No,No,No,No,elevance_health_2022
Exxon Mobil,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Oil & Gas,Yes,large,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,exxon_mobil_2022
Exxon Mobil,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Oil & Gas,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,exxon_mobil_2021
McKesson,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not Applicable,Yes,No,No,No,No,Yes,No,No,No,No,No,mckesson_2022
McKesson,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No,mckesson_2021
Cencora,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,medium,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,No,No,No,No,No,No,cencora_2022
Costco,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No,costco_2022
Costco,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,No,No,No,No,No,No,costco_2021
JPMorgan Chase,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Financials,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No,jpmorgan_chase_2022
JPMorgan Chase,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Financials,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No,jpmorgan_chase_2021
Citigroup,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Financials,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,citigroup_2022
Citigroup,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Financials,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,citigroup_2021
Home Depot,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,No,No,No,No,No,No,No,home_depot_2022
Home Depot,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,Yes,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,No,Yes,No,No,No,No,No,No,No,No,home_depot_2021
Marathon Petroleum,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Oil & Gas,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,marathon_petroleum_2022
Marathon Petroleum,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Oil & Gas,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,marathon_petroleum_2021
Kroger,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,medium,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,kroger_2022
Kroger,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,medium,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,Yes,No,No,No,No,No,No,No,No,No,kroger_2021
Phillips 66,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Oil & Gas,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,phillips_66_2022
Phillips 66,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Oil & Gas,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,phillips_66_2021
Walgreens Boots Alliance,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,medium,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,walgreens_boots_alliance_2022
Walgreens Boots Alliance,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,medium,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,No,No,No,No,No,No,No,walgreens_boots_alliance_2021
Valero Energy,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Oil & Gas,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,valero_energy_2022
